focus_area,cluster,umap_x,umap_y
i cell disease,7,7.719403,2.8914475
familial prostate cancer,8,6.603348,0.73198014
epiphyseal dysplasia hearing loss dysmorphism,2,3.3986704,7.293944
penttinen-aula syndrome,9,6.5119586,8.035691
limb dystonia,5,4.7096586,3.131145
johnson neuroectodermal syndrome,15,5.497505,4.0951815
hypomagnesemia primary,6,4.5338926,7.4037356
nonseminomatous germ cell tumor,8,6.5484023,1.0373656
distal chromosome 18q deletion syndrome,1,4.124983,1.2914275
retinochoroidal coloboma,16,5.916137,7.747368
phaver syndrome,12,3.58484,1.7651643
hypophosphatemic rickets,3,7.1631103,6.986143
rotor syndrome,2,2.8863883,7.5979033
oculomaxillofacial dysostosis,2,2.7704177,7.6910267
patterson pseudoleprechaunism syndrome,13,0.7934069,5.161689
seres-santamaria arimany muniz syndrome,10,4.770226,4.593356
herpes simplex encephalitis,9,5.524791,7.561684
facio thoraco genital syndrome,14,8.745249,4.6256046
bardet-biedl syndrome 5,10,6.5929546,7.621118
ceroid lipofuscinosis neuronal 1,6,2.5392296,4.532147
"deafness, epiphyseal dysplasia, short stature",8,5.78339,1.1856385
osteogenesis imperfecta type vii,17,-0.79136765,6.453959
premature aging okamoto type,6,2.0441134,4.3963284
cone-rod dystrophy 2,4,6.313578,3.6313112
bronchiolitis obliterans organizing pneumonia,11,1.3511966,6.837955
mycobacterium malmoense,13,0.65735734,5.4737782
nemaline myopathy,10,0.636005,5.2579308
leber hereditary optic neuropathy,10,7.9301844,6.419225
sprengel deformity,1,5.935695,-0.3332035
immunotactoid or fibrillary glomerulopathy,4,5.2027225,5.2213416
congenital hepatic fibrosis,0,3.639798,1.9405758
tar syndrome,5,6.0834928,2.527144
polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy,6,2.4307456,4.587995
imerslund-grasbeck syndrome,6,2.919733,4.7742543
leprechaunism,8,5.736706,1.4730197
secondary adrenal insufficiency,9,6.3761325,7.9412155
multiple epiphyseal dysplasia,6,3.2134326,4.542304
subacute cerebellar degeneration,2,5.2888994,6.1447296
ankylosis of teeth,2,3.5979009,7.6071887
panhypopituitarism x-linked,13,0.50717837,5.180835
familial exudative vitreoretinopathy,10,7.959521,6.4404726
sting-associated vasculopathy with onset in infancy,12,1.2445791,4.267468
gastroschisis,8,4.864701,0.4056911
thiamine responsive megaloblastic anemia syndrome,8,7.7896447,4.3930454
de barsy syndrome,0,4.987851,1.4684484
atrial septal defect ostium primum,13,2.5843174,4.1151314
centronuclear myopathy,11,3.9107442,2.474269
tietze syndrome,2,2.6960034,7.755148
medullary cystic kidney disease 1,0,3.7920966,3.5667596
congenital muscular dystrophy,10,6.812561,7.8757677
salcedo syndrome,8,5.727184,0.7010254
cluttering,15,5.6177816,4.7861857
lichen planus pigmentosus,2,2.630195,7.7682724
fetal akinesia syndrome x-linked,6,3.965445,0.22834218
"holoprosencephaly, recurrent infections, and monocytosis",14,8.970554,4.4596944
inclusion body myopathy 2,16,7.153302,7.004428
convulsions benign familial neonatal dominant form,11,3.9159977,2.3437982
konigsmark knox hussels syndrome,2,2.6144328,7.778297
muscular fibrosis multifocal obstructed vessels,17,-0.5526302,6.297373
greig cephalopolysyndactyly syndrome,14,8.984288,4.43595
kienbock's disease,8,6.2459893,0.24166282
mehes syndrome,9,6.084653,8.031574
late-onset familial alzheimer disease,8,6.562695,1.2721559
"dandy-walker malformation with intellectual disability, basal ganglia disease and seizures",11,1.3789403,6.8706822
char syndrome,5,4.236542,2.821263
sabinas brittle hair syndrome,4,5.073348,4.090337
mitochondrial dna-associated leigh syndrome,16,7.4138737,3.7699025
cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy,15,4.637506,5.395408
unverricht-lundborg disease,10,0.3364762,3.6879396
coffin-siris syndrome,8,6.8997216,0.3753523
familial hemiplegic migraine type 2,6,2.4331923,4.312806
"mental retardation syndrome, belgian type",10,7.7431,4.856521
lujan syndrome,8,4.848085,0.33037502
charcot-marie-tooth disease type 1c,8,7.167482,0.2596831
polycystic kidney disease,2,2.8725212,7.907353
microcephaly,8,6.216975,1.0385029
scott bryant graham syndrome,16,6.8355865,6.288357
graham-cox syndrome,16,7.75259,3.3679912
polydactyly,11,4.692283,7.2752867
hypotrichosis-lymphedema-telangiectasia syndrome,2,3.2725952,7.294403
hypoparathyroidism-retardation-dysmorphism syndrome,8,5.7858133,0.82146615
primary lateral sclerosis,8,6.0404525,0.84966236
neuronal ceroid lipofuscinosis 10,5,4.126617,1.7984391
waterhousefriderichsen syndrome,2,4.968607,6.2380495
tucker syndrome,11,4.751376,2.5761256
leiner disease,9,6.433281,8.16084
spondylometaphyseal dysplasia x-linked,16,6.6726484,3.8382187
neurocutaneous melanosis,1,3.5135562,-0.20904736
alpha-thalassemia x-linked intellectual disability syndrome,3,4.1984024,2.9881747
crandall syndrome,3,0.5939755,7.048798
renal dysplasia diffuse cystic,6,3.100032,4.79304
cadasil,8,6.5007443,0.71535796
cold agglutinin disease,10,4.6876636,7.5711546
bietti crystalline corneoretinal dystrophy,11,3.357621,2.0546274
yellow nail syndrome,5,4.6143737,1.8299611
myocarditis,3,7.0220156,5.448388
cryptomicrotia brachydactyly syndrome,10,7.988379,6.4583197
"epilepsy, benign occipital",10,7.7320504,6.3368087
cutaneous mastocytosis,5,6.206965,2.9458835
severe combined immunodeficiency,1,4.970217,0.004661961
mental retardation x-linked with cerebellar hypoplasia and distinctive facial appearance,1,4.368637,0.11456424
rutherfurd syndrome,10,8.023365,6.4471083
hereditary sensory and autonomic neuropathy,9,3.0597157,5.6934524
pulmonary vein stenosis,3,5.8601346,3.9567096
spondyloepiphyseal dysplasia maroteaux type,15,3.3162112,4.6280346
vein of galen aneurysm,9,3.3042781,5.892008
ectodermal dysplasia with natal teeth turnpenny type,5,4.603331,3.1971004
castleman disease,7,-0.12953845,1.9124949
generalized pustular psoriasis,14,8.995031,4.471703
schnitzler syndrome,3,7.31968,3.757776
variant creutzfeldt-jakob disease,7,0.9757741,0.58825934
athabaskan brainstem dysgenesis,8,6.307952,1.4415634
dravet syndrome,4,6.227864,3.6406324
adcy5-related dyskinesia,0,3.912361,3.579378
pillay syndrome,0,1.2761188,3.6540232
familial dilated cardiomyopathy,5,4.7069616,3.9488301
congenital central hypoventilation syndrome,15,5.8000145,4.7202106
spastic paraplegia 10,12,2.469401,2.1469789
familial colorectal cancer,7,0.9635523,1.1540413
peutz-jeghers syndrome,7,1.4857315,0.64731383
pemphigus vulgaris,9,3.9566271,6.058896
idiopathic neutropenia,6,-0.25555158,4.1737723
congenital lobar emphysema,6,2.5203037,4.600421
symphalangism with multiple anomalies of hands and feet,6,0.21281299,2.2256513
wells-jankovic syndrome,17,0.8210967,4.0922933
fuhrmann syndrome,1,3.8196979,1.1281494
hallermann-streiff syndrome,6,2.8189507,4.2017736
genochondromatosis,15,5.09135,6.2786407
pulmonary alveolar microlithiasis,16,7.359145,3.8450239
laing distal myopathy,8,6.1702676,1.1227056
deafness-infertility syndrome,1,4.4955206,0.1162142
"gingival fibromatosis, 1",15,3.924019,4.0039344
marden-walker syndrome,13,-0.2757239,4.024356
aberrant subclavian artery,12,2.366489,2.5195153
alopecia universalis,8,5.5984497,-0.11436615
"hemophagocytic lymphohistiocytosis, familial, 3",17,2.1726193,1.1615981
talipes equinovarus,16,7.6737366,2.8819423
dystrophic epidermolysis bullosa,12,3.6264687,1.434653
camptodactyly arthropathy coxa vara pericarditis syndrome,7,1.5407696,0.8514737
dandy-walker malformation with postaxial polydactyly,7,1.2416177,1.0589285
tarsal tunnel syndrome,12,2.5425563,1.3562912
autosomal dominant intermediate charcot-marie-tooth disease type e,1,4.2792206,-0.09921702
proteus-like syndrome,9,5.975961,8.247412
"microcephaly, corpus callosum dysgenesis and cleft lip-palate",10,4.2393517,4.0059023
hypomyelination with atrophy of basal ganglia and cerebellum,10,4.4249954,7.08786
anterior segment mesenchymal dysgenesis,9,3.529532,6.6767707
"chondrodysplasia with joint dislocations, gpapp type",7,-0.21854678,3.079078
bartter syndrome antenatal type 1,15,4.6961474,3.568741
minicore myopathy with external ophthalmoplegia,15,3.8823478,4.186214
"dystonia 5, dopa-responsive type",11,3.1962779,2.4778273
urocanase deficiency,15,4.078382,5.021904
single upper central incisor,12,2.4048033,1.3274212
legius syndrome,9,5.9199047,8.240869
loeys-dietz syndrome type 2,6,0.20811258,2.1173253
ullrich congenital muscular dystrophy,12,3.016242,3.6157708
isolated corpus callosum agenesis,0,6.0987687,1.6895069
odontoma dysphagia syndrome,0,0.081048414,3.4406536
monoclonal gammopathy of undetermined significance,6,-0.027514124,2.125034
leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation,1,3.608856,0.4709248
fryns syndrome,17,-0.6215019,4.75054
cramp-fasciculation syndrome,0,-0.013749587,3.4503756
viljoen kallis voges syndrome,1,7.8169484,3.2481668
disseminated superficial actinic porokeratosis,7,2.67961,2.513919
x-linked lymphoproliferative syndrome 1,12,1.5423952,2.1315281
"eyebrows duplication of, with stretchable skin and syndactyly",7,0.7025182,1.4387366
mesomelia-synostoses syndrome,12,2.4254415,1.4407386
familial erythema nodosum,12,2.612245,1.0451472
vernal keratoconjunctivitis,11,3.2897055,2.0673966
childhood-onset cerebral x-linked adrenoleukodystrophy,17,1.1701155,2.182288
nephropathic cystinosis,7,2.4386053,3.284688
congenital generalized lipodystrophy type 4,4,5.456366,3.6379857
cardioauditory syndrome of sanchez cascos,2,7.700823,4.8491573
kniest like dysplasia lethal,9,1.7049632,4.4841213
lipoic acid synthetase deficiency,15,3.0662227,6.5338397
glomerulopathy with fibronectin deposits 1,4,6.807996,3.1318524
metachromatic leukodystrophy,9,4.485964,6.5957727
hunter rudd hoffmann syndrome,1,4.0638766,-0.10775462
severe intellectual disability-progressive spastic diplegia syndrome,0,3.1889036,1.0082039
malignant hyperthermia arthrogryposis torticollis,1,3.9635484,0.8383816
slipped capital femoral epiphysis,17,0.18938008,1.924805
x-linked sideroblastic anemia,3,7.630214,0.31288764
pura syndrome,0,3.1542299,3.3475375
warfarin syndrome,15,4.159388,4.285821
isotretinoin embryopathy like syndrome,9,6.4204016,8.200547
"dystonia 3, torsion, x-linked",12,2.0282185,1.5778383
brittle diabetes,0,1.2345085,3.7059388
rheumatoid nodulosis,17,4.496716,7.7268214
smith mccort dysplasia,10,8.00325,6.475295
bantu siderosis,6,2.2308183,4.4408402
"deafness, x-linked 2",14,8.665899,4.681551
"genu valgum, st helena familial",2,5.116652,6.321609
ivic syndrome,17,-0.22702809,2.9891565
hypochondroplasia,0,2.4905257,2.1131861
pustular psoriasis,4,4.64457,6.6953764
localized lipodystrophy,7,0.9158204,1.1528594
myelocerebellar disorder,17,1.4133196,2.3086672
hepatic lipase deficiency,17,-0.2827338,3.1967387
sneddon syndrome,5,4.276179,2.0613558
"prekallikrein deficiency, congenital",8,6.2518005,0.5144455
hermansky pudlak syndrome 2,4,6.3028407,3.5983312
multiple epiphyseal dysplasia 2,5,4.740897,3.0462809
anophthalmos with limb anomalies,6,0.32345873,1.9092776
intrahepatic cholangiocarcinoma,13,0.74613905,5.5447917
primary central nervous system lymphoma,16,7.4689274,3.9106793
craniofacial dyssynostosis,0,1.1730112,3.0252707
froelich syndrome,7,1.5904129,0.8518079
"microcephalic primordial dwarfism, montreal type",0,1.3627869,4.3180556
transient neonatal diabetes mellitus,5,4.793448,3.5736809
"tuberous sclerosis, type 1",0,2.7598376,1.7588724
chronic inflammatory demyelinating polyneuropathy,8,7.096144,0.73361164
parkes weber syndrome,0,1.3208785,3.6326299
multifocal choroiditis,12,2.7635555,1.6157744
sclerosing mucoepidermoid carcinoma with eosinophilia,12,3.370362,1.5437666
brown-sequard syndrome,7,1.3845271,0.97262555
15q13.3 microduplication syndrome,0,3.0658193,3.654122
carpenter syndrome,17,0.245147,1.9836648
"retinitis pigmentosa, deafness, mental retardation, and hypogonadism",3,7.162605,4.5117993
neurogenic diabetes insipidus,8,6.353925,0.9555084
aplasia cutis congenita intestinal lymphangiectasia,7,1.0460509,0.9350676
amyotonia congenita,13,-0.4723484,4.822777
angel shaped phalangoepiphyseal dysplasia,7,1.6396948,0.96192217
zlotogora syndrome,15,4.6772156,4.443948
"alopecia, epilepsy, pyorrhea, mental subnormality",2,2.9993188,7.366052
keratoderma palmoplantar deafness,3,6.9261484,5.362476
silicosis,11,4.2284107,2.1156862
chromosome 16p13.3 deletion syndrome,7,0.36051908,1.5089557
dyggve-melchior-clausen syndrome,15,4.3203897,5.221847
meesmann corneal dystrophy,1,3.1875346,-0.22886032
congenital pulmonary lymphangiectasia,0,3.662602,3.8098638
lethal congenital contracture syndrome 2,15,4.8769493,3.665663
icf syndrome,7,1.4809371,1.2199519
schindler disease type 1,0,3.176557,1.1394097
diffuse gastric cancer,6,0.11494485,2.4824958
short rib-polydactyly syndrome type 3,15,5.253345,4.524176
image syndrome,17,1.3790948,4.447402
limb-girdle muscular dystrophy type 1a,7,1.1904548,0.9913305
x-linked thrombocytopenia,1,3.9418333,0.16519713
crisponi syndrome,17,-0.45214817,6.440606
tarp syndrome,7,0.5622737,1.3602114
milroy disease,12,1.8925189,1.6677082
anonychia-onychodystrophy with hypoplasia or absence of distal phalanges,8,6.11518,0.318701
facioscapulohumeral muscular dystrophy,6,3.0100892,4.7221274
eec syndrome,17,0.22186814,1.3438866
"sensory ataxic neuropathy, dysarthria, and ophthalmoparesis",2,3.0207055,7.464767
non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency,17,0.95631295,4.100623
cervical hypertrichosis peripheral neuropathy,12,5.322129,3.0225286
cryptogenic organizing pneumonia,9,3.9777126,5.977855
spastic paraplegia 5b,17,-0.23424798,3.064068
revesz syndrome,2,-0.24155389,4.520385
vici syndrome,8,5.361372,0.9555176
star syndrome,2,2.7276816,7.5008926
"porokeratosis, disseminated superficial actinic 2",5,7.938664,6.398148
thyrotoxic periodic paralysis,17,0.06285451,2.3984962
"methylmalonic acidemia with homocystinuria, type cblc",12,2.8273711,1.635907
dwarfism stiff joint ocular abnormalities,15,3.95339,4.7524304
congenitally corrected transposition of the great arteries,11,3.0718555,2.7210531
cerebral sarcoma,7,0.97578293,1.036529
systemic capillary leak syndrome,2,4.95244,6.106142
short syndrome,10,1.864257,5.2137213
"ehlers-danlos syndrome, progeroid type",5,1.8143077,1.6557976
exogenous ochronosis,7,2.0376477,0.6743147
chandler's syndrome,10,2.0988472,6.0035977
erythroderma lethal congenital,9,6.2564797,7.958157
transient erythroblastopenia of childhood,17,0.19001831,1.4818388
nephrocalcinosis,7,0.9423535,1.7165816
impairment of oral perception,0,1.3533487,3.289369
"amelogenesis imperfecta, hypoplastic/hypomaturation, x-linked 2",17,0.26555687,1.411978
temporomandibular ankylosis,5,-0.049049336,5.198469
scurvy,12,3.4538033,3.9863808
permanent neonatal diabetes mellitus,17,0.21940759,1.3928015
mitochondrial encephalomyopathy lactic acidosis and stroke-like episodes,0,1.3075124,3.0081544
dyschromatosis universalis hereditaria,15,7.6887918,4.374186
craniopharyngioma,8,7.806296,4.3850217
"macular dystrophy, corneal type 1",10,4.946266,7.174416
poland syndrome,6,0.2684749,1.8988451
familial ventricular tachycardia,15,4.7176514,4.6391563
neutral lipid storage disease with myopathy,17,2.2159762,2.817707
glutaric acidemia type i,12,1.5553175,2.1488657
pyoderma gangrenosum,0,2.2371335,3.430024
hard skin syndrome parana type,6,2.1742392,3.9128659
transaldolase deficiency,7,1.558682,2.7661805
benign rolandic epilepsy (bre),0,2.7270942,2.60869
situs inversus,0,1.6177913,3.0067844
amyloidosis corneal,1,3.2762325,-0.05734368
pyle disease,11,1.1958629,6.7978206
trisomy 17 mosaicism,12,2.0082667,1.5982683
"macular dystrophy, atypical vitelliform",4,6.519758,-0.21244425
"amino aciduria with mental deficiency, dwarfism, muscular dystrophy, osteoporosis and acidosis",16,7.1310263,6.9818287
der kaloustian mcintosh silver syndrome,7,3.4098134,5.4667783
x-linked lymphoproliferative syndrome 2,9,6.5215855,8.468408
ausems wittebol-post hennekam syndrome,8,6.5056205,0.9054554
ring chromosome 8,17,3.4440947,4.4156275
"torticollis, familial",6,2.0933118,4.4712453
langer mesomelic dysplasia,13,0.68080306,5.4827814
onychodystrophy-anonychia,7,3.0659478,1.1546795
relapsing polychondritis,6,3.9356902,0.18796207
mandibulofacial dysostosis with microcephaly,12,3.1538699,0.07182437
limb-girdle muscular dystrophy type 2h,7,0.8217203,1.7795849
wagr syndrome,13,-0.06951208,4.5483866
oculocutaneous albinism type 2,3,7.0623817,4.373616
chiari malformation type 1,6,1.0160598,1.7233098
neonatal intrahepatic cholestasis caused by citrin deficiency,7,1.53082,1.1506004
autosomal dominant nocturnal frontal lobe epilepsy,7,1.1003683,1.730841
dandy-walker malformation with sagittal craniosynostosis and hydrocephalus,0,1.0150524,3.4520717
ectrodactyly polydactyly,8,6.378239,0.48974568
schisis association,0,1.2460768,3.1874917
congenital intrauterine infection-like syndrome,5,4.828158,3.4365835
focal facial dermal dysplasia,7,1.6735283,5.203605
henoch-schonlein purpura,15,4.141108,5.883189
"follicle-stimulating hormone deficiency, isolated",15,4.9478207,6.0425076
ulcerative proctitis,13,0.24853559,5.0440073
common variable immunodeficiency,15,4.221462,4.2099686
"mannosidosis, beta a, lysosomal",8,6.7694592,0.35865697
slc4a1-associated distal renal tubular acidosis,8,5.3893337,2.1274514
lenz majewski hyperostotic dwarfism,8,5.6608753,0.12508193
familial hyperinsulinism,3,7.1137033,5.4750576
septo-optic dysplasia,15,5.095833,4.563566
cerebellar ataxia and hypogonadotropic hypogonadism,0,5.0045414,1.5668926
"prader-willi habitus, osteopenia, and camptodactyly",15,4.3471437,5.3865175
glanzmann thrombasthenia,15,4.336709,5.610293
ectodermal dysplasia adrenal cyst,6,3.5348089,4.6236115
intracranial arteriovenous malformation,10,4.6079226,7.075422
intellectual disability - athetosis - microphthalmia,15,4.0217414,5.024622
autosomal recessive palmoplantar keratoderma and congenital alopecia,0,2.3756068,2.9033015
narcolepsy,5,4.3784966,2.6331158
kerion celsi,13,-0.36384338,3.7380412
spinocerebellar ataxia autosomal recessive with axonal neuropathy,3,7.3653665,4.2616343
deafness oligodontia syndrome,7,5.1388583,1.5346915
bronchiolitis obliterans,8,6.6506763,0.55548924
spondylometaphyseal dysplasia algerian type,4,6.6935577,3.0769768
onychotrichodysplasia and neutropenia,8,6.0557547,-0.21628414
congenital chloride diarrhea,15,4.2927713,5.408761
teebi kaurah syndrome,2,2.7443728,7.82703
hereditary neuralgic amyotrophy,6,3.6108341,5.0183496
osteogenesis imperfecta type iii,10,4.725228,7.5668178
reducing body myopathy,15,4.7311897,6.09798
craniosynostosis-mental retardation syndrome of lin and gettig,3,7.349014,5.2562065
cerebral gigantism jaw cysts,1,4.1646266,0.5720725
multiple endocrine neoplasia type 1,5,4.7403107,2.5639822
galloway-mowat syndrome,6,7.9325356,6.424882
hashimoto's syndrome,15,4.6330085,4.849414
spondylometaphyseal dysplasia sedaghatian type,8,6.061219,1.4564782
congenital mirror movement disorder,2,2.66194,7.9020977
medium-chain acyl-coenzyme a dehydrogenase deficiency,4,2.0366364,6.0913663
geleophysic dwarfism,15,4.1745977,4.9478126
guttate psoriasis,4,8.187391,3.4735067
reticulohistiocytoma,10,7.996483,6.382418
mental retardation x-linked syndromic 11,15,4.787202,4.491286
hereditary multiple osteochondromas,10,8.074132,6.050972
pelizaeus-merzbacher disease,4,5.558334,2.0925364
microduplication xp11.22-p11.23 syndrome,11,3.2705863,3.086263
brachydactyly type a2,13,1.4258199,5.907588
"dystonia 7, torsion",15,4.4836817,5.522282
fg syndrome,15,7.723056,6.2678814
fetal retinoid syndrome,13,0.61926323,5.4384794
malignant eccrine spiradenoma,8,6.0147552,-0.08023157
"hydrops, ectopic calcification, moth-eaten skeletal dysplasia",15,4.0650516,4.124753
palmer pagon syndrome,9,6.400651,7.5290284
spinocerebellar ataxia 31,0,5.2584906,1.6763818
punctate palmoplantar keratoderma type 2,5,4.707711,2.6437764
alopecia epilepsy oligophrenia syndrome of moynahan,5,4.015002,0.7282269
treacher collins syndrome,5,4.72898,3.6394868
chondrosarcoma,8,6.070065,0.99746317
metachromatic leukodystrophy due to saposin b deficiency,0,1.6774579,3.5662913
femoral facial syndrome,8,6.0432034,-0.075373456
metachondromatosis,4,6.7137136,3.1538014
disseminated peritoneal leiomyomatosis,8,5.814014,1.7119877
larsen syndrome,0,1.433685,3.37336
progressive multifocal leukoencephalopathy,6,3.233981,4.8311477
noonan syndrome,5,5.1713653,6.167833
"prolactinoma, familial",9,6.4048767,8.223468
hypocomplementemic urticarial vasculitis syndrome,1,3.4350076,-0.31092998
boomerang dysplasia,0,1.4062496,2.9910288
mixed connective tissue disease,8,5.8967156,1.4279124
chromosome 5q deletion,11,1.5656056,4.4756036
faciocardiorenal syndrome,15,4.777493,5.0182853
mal de debarquement,4,6.2229347,3.670711
loeys-dietz syndrome,5,4.785074,3.2439256
cockayne syndrome,9,6.198322,7.8969884
trisomy 18,0,1.6158874,2.9792857
idiopathic acute eosinophilic pneumonia,8,5.6578965,0.6282763
opsismodysplasia,15,4.7023225,5.450349
hoyeraal hreidarsson syndrome,3,6.6828747,5.270845
cherubism,15,3.9284797,6.0526013
osteopathia striata cranial sclerosis,3,7.4448886,5.275388
neuronal ceroid lipofuscinosis 9,4,6.5062137,3.376789
bilateral frontoparietal polymicrogyria,10,7.750561,6.6632957
mycetoma,8,6.104544,-0.28482467
uropathy distal obstructive polydactyly,4,6.50565,3.4199739
paroxysmal nocturnal hemoglobinuria,6,3.1931474,4.840495
progeroid syndrome petty type,16,7.2687345,3.8307548
omphalocele cleft palate syndrome lethal,5,-1.683942,0.5688744
beukes familial hip dysplasia,8,6.1606073,0.13721304
"muscular dystrophy, congenital, infantile with cataract and hypogonadism",2,2.666931,7.6506033
primary melanoma of the central nervous system,3,3.6339965,2.9972806
bardet-biedl syndrome 8,15,3.8745766,4.665683
oculofaciocardiodental syndrome,6,3.0087693,4.825716
acrocapitofemoral dysplasia,10,6.180936,7.073711
vocal cord dysfunction familial,8,7.009633,0.86926556
camptodactyly syndrome guadalajara type 1,1,3.767353,0.59524626
fanconi anemia,11,2.8596141,5.3629937
syndactyly type 9,3,3.7456791,4.2467403
sea-blue histiocytosis,10,7.7459173,4.8009734
globozoospermia,4,8.150184,3.4355638
felty's syndrome,15,3.9909918,3.743824
primary angiitis of the central nervous system,5,4.9069295,3.9805963
leber congenital amaurosis 4,8,6.050006,0.6049914
verloove vanhorick brubakk syndrome,3,7.0437407,5.3896046
limited cutaneous systemic sclerosis,0,3.0432718,3.6115267
achondrogenesis type 1a,12,2.8820155,5.504887
spinocerebellar ataxia autosomal recessive 7,10,6.8573637,7.9317813
upington disease,10,2.8778744,6.0986786
"methylmalonic acidemia with homocystinuria, type cblj",15,4.435012,4.8190255
syndactyly-polydactyly-earlobe syndrome,11,2.9407728,2.1776464
schistosomiasis,8,6.5628343,0.6645023
severe congenital neutropenia autosomal recessive 3,17,2.236833,3.1248438
prune belly syndrome,12,2.1809478,1.804893
leber congenital amaurosis 10,6,1.0580007,6.527136
spondyloepimetaphyseal dysplasia matrilin-3 related,17,0.050010495,1.4021297
alopecia macular degeneration growth retardation,0,2.0139992,2.3040156
meningioma,17,-0.19320719,1.9500077
progressive hemifacial atrophy,8,5.6203723,0.09149246
hawkinsinuria,5,4.684793,3.6121936
spinocerebellar ataxia 14,17,0.025910938,1.4002657
spastic paraplegia 17,1,3.4535708,0.4908261
peho syndrome,13,0.22701308,5.024816
pelvic dysplasia arthrogryposis of lower limbs,12,2.7006135,1.5460056
oral leukoplakia,7,1.2457466,0.73810285
oral lichen planus,7,1.004327,0.5936196
ollier disease,1,3.4741914,0.22024632
bare lymphocyte syndrome,11,3.2028637,1.1499506
otodental dysplasia,17,2.6401699,6.7454963
"crigler najjar syndrome, type 1",8,6.480164,0.43262646
x-linked charcot-marie-tooth disease type 3,6,0.18685798,2.4415438
2-methylbutyryl-coa dehydrogenase deficiency,0,1.7918586,2.9354136
exstrophy of the bladder,12,1.2022808,1.5769962
long qt syndrome,12,2.1408944,1.5040513
central serous chorioretinopathy,0,-0.19408771,6.6204295
fanconi renotubular syndrome,2,3.6112676,7.633962
19p13.12 microdeletion syndrome,2,4.878458,4.22068
pretibial epidermolysis bullosa,12,2.4190378,1.9147043
dihydropyrimidinase deficiency,6,0.17878148,2.0407043
radio-ulnar synostosis type 1,12,2.1372724,1.0261326
hemifacial microsomia,17,0.7438877,1.552112
spondyloepimetaphyseal dysplasia x-linked with mental deterioration,15,4.9620433,4.6479774
"nystagmus, congenital motor, autosomal recessive",3,6.5656157,5.3933196
n-acetylglutamate synthetase deficiency,15,4.633277,4.4614573
hemifacial hyperplasia strabismus,15,4.156711,4.7837186
hypochromic microcytic anemia with iron overload,12,1.563315,2.086332
cockayne syndrome type iii,12,2.614703,2.9050097
nail-patella syndrome,0,0.4551902,4.15945
21-hydroxylase deficiency,0,-0.17110088,3.4309475
urachal cancer,1,3.95681,0.20405433
22q11.2 duplication syndrome,17,0.06212717,2.0939195
treacher collins syndrome 3,1,4.207587,-0.044020943
carbon baby syndrome,12,2.8846636,1.5839775
corpus callosum agenesis double urinary collecting,15,5.050875,4.648865
microgastria limb reduction defect,12,2.3636184,3.4609873
"deafness, autosomal dominant nonsyndromic sensorineural 22",17,1.1487406,4.260297
arginase deficiency,0,1.5531253,4.431483
his bundle tachycardia,1,3.2692945,0.2768134
al gazali sabrinathan nair syndrome,12,1.2930447,1.4907643
schneckenbecken dysplasia,14,8.839866,4.463887
acrocephalopolydactylous dysplasia,1,3.3378139,0.98322093
hydrops fetalis,3,7.3860784,4.678324
cushing disease,14,7.9853334,4.779449
jensen syndrome,8,6.0195465,1.3685992
nestor-guillermo progeria syndrome,15,4.1725435,4.691641
familial mediterranean fever,8,4.783039,1.7265458
joubert syndrome 2,0,1.4492537,2.9601758
deafness nephritis anorectal malformation,17,1.2161007,2.192973
symmetrical thalamic calcifications,10,5.050408,6.374069
mucolipidosis iii alpha/beta,1,3.3574674,1.0465652
chitayat meunier hodgkinson syndrome,10,8.045141,6.4910746
hairy nose tip,15,5.0903397,3.8527524
ribbing disease,5,2.7213888,7.6307273
phosphoglycerate mutase deficiency,8,6.0343337,0.9636974
miles-carpenter x-linked mental retardation syndrome,7,0.4888722,6.347526
"limb-girdle muscular dystrophy, type 2g",0,3.730827,4.846259
porencephaly cerebellar hypoplasia internal malformations,10,4.5633063,5.3636613
familial hypocalciuric hypercalcemia type 1,9,3.2217474,5.806764
hurlerscheie syndrome,1,2.3838716,2.9459536
pyruvate dehydrogenase deficiency,8,6.16697,0.50840557
"craniometaphyseal dysplasia, autosomal dominant",9,4.1737857,5.822649
mulibrey nanism,8,6.035191,0.866622
ainhum,16,6.6723876,3.6060283
desmoplastic small round cell tumor,15,3.773294,7.1774907
kallmann syndrome,1,4.865059,0.44011277
skin fragility-woolly hair-palmoplantar keratoderma syndrome,2,4.808092,6.002915
congenital diaphragmatic hernia,1,5.0533175,0.42465103
pilomatrixoma,6,-0.17291398,6.7900963
leber congenital amaurosis 15,1,1.2401954,2.9439895
hereditary vascular retinopathy,14,8.951313,4.380813
tranebjaerg svejgaard syndrome,7,1.5199864,1.3802254
ewing's family of tumors,12,3.6683426,5.972707
congenital contractural arachnodactyly,17,0.20103694,1.5251484
geographic tongue,0,2.3066938,2.86481
synovial chondromatosis,10,7.954095,6.4202785
mucopolysaccharidosis type vi,7,6.1978884,1.6035765
congenital laryngeal palsy,1,2.6818306,6.7561026
alopecia totalis,0,4.498072,4.1409245
autosomal dominant compelling helio ophthalmic outburst syndrome,8,6.2662697,0.018755665
opitz g/bbb syndrome,12,2.7701929,1.305315
